"No.","Time","Source","Destination","Protocol","Length","Info"
"880","79.608553","192.168.32.11","172.64.152.241","TCP","1514","51160  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 881]"
"881","79.608554","192.168.32.11","172.64.152.241","TLSv1.2","320","Client Hello (SNI=api.coinbase.com)"
"882","79.611743","172.64.152.241","192.168.32.11","TCP","54","443  >  51160 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"883","79.612078","172.64.152.241","192.168.32.11","TCP","54","443  >  51160 [ACK] Seq=1 Ack=1727 Win=35072 Len=0"
"884","79.614874","172.64.152.241","192.168.32.11","TCP","54","443  >  51160 [FIN, ACK] Seq=1 Ack=1727 Win=35072 Len=0"
"885","79.614974","192.168.32.11","172.64.152.241","TCP","54","51160  >  443 [ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"886","79.615102","192.168.32.11","172.64.152.241","TCP","54","51160  >  443 [FIN, ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"887","79.615347","192.168.32.11","172.64.152.241","TCP","78","51161  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2199753776 TSecr=0 SACK_PERM"
"888","79.618853","172.64.152.241","192.168.32.11","TCP","54","443  >  51160 [ACK] Seq=2 Ack=1728 Win=35072 Len=0"
"889","79.621956","172.64.152.241","192.168.32.11","TCP","66","443  >  51161 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"890","79.622100","192.168.32.11","172.64.152.241","TCP","54","51161  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"891","79.622702","192.168.32.11","172.64.152.241","TCP","1514","51161  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 892]"
"892","79.622702","192.168.32.11","172.64.152.241","TLSv1.2","352","Client Hello (SNI=api.coinbase.com)"
"893","79.627208","172.64.152.241","192.168.32.11","TCP","54","443  >  51161 [ACK] Seq=1 Ack=1759 Win=32768 Len=0"
"894","79.629644","172.64.152.241","192.168.32.11","TCP","54","443  >  51161 [FIN, ACK] Seq=1 Ack=1759 Win=32768 Len=0"
"895","79.629784","192.168.32.11","172.64.152.241","TCP","54","51161  >  443 [ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"896","79.629970","192.168.32.11","172.64.152.241","TCP","54","51161  >  443 [FIN, ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"897","79.632035","172.64.152.241","192.168.32.11","TCP","54","443  >  51161 [ACK] Seq=2 Ack=1760 Win=32768 Len=0"
"898","79.650270","192.168.32.11","172.64.149.196","TCP","78","51162  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=660639837 TSecr=0 SACK_PERM"
"899","79.653321","172.64.149.196","192.168.32.11","TCP","66","443  >  51162 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"900","79.653433","192.168.32.11","172.64.149.196","TCP","54","51162  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"901","79.653973","192.168.32.11","172.64.149.196","TCP","1514","51162  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 902]"
"902","79.653974","192.168.32.11","172.64.149.196","TLSv1.2","391","Client Hello (SNI=api.wallet.coinbase.com)"
"903","79.656259","172.64.149.196","192.168.32.11","TCP","54","443  >  51162 [ACK] Seq=1 Ack=1798 Win=32896 Len=0"
"904","79.661431","172.64.149.196","192.168.32.11","TCP","54","443  >  51162 [FIN, ACK] Seq=1 Ack=1798 Win=32896 Len=0"
"905","79.661537","192.168.32.11","172.64.149.196","TCP","54","51162  >  443 [ACK] Seq=1798 Ack=2 Win=262144 Len=0"
"906","79.661669","192.168.32.11","172.64.149.196","TCP","54","51162  >  443 [FIN, ACK] Seq=1798 Ack=2 Win=262144 Len=0"
"907","79.662024","192.168.32.11","172.64.149.196","TCP","78","51163  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3253198233 TSecr=0 SACK_PERM"
"908","79.664964","172.64.149.196","192.168.32.11","TCP","54","443  >  51162 [ACK] Seq=2 Ack=1799 Win=32896 Len=0"
"909","79.665520","172.64.149.196","192.168.32.11","TCP","66","443  >  51163 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"910","79.665613","192.168.32.11","172.64.149.196","TCP","54","51163  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"911","79.666510","192.168.32.11","172.64.149.196","TCP","1514","51163  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 912]"
"912","79.666511","192.168.32.11","172.64.149.196","TLSv1.2","327","Client Hello (SNI=api.wallet.coinbase.com)"
"913","79.668619","172.64.149.196","192.168.32.11","TCP","54","443  >  51163 [ACK] Seq=1 Ack=1734 Win=32768 Len=0"
"914","79.671591","172.64.149.196","192.168.32.11","TCP","54","443  >  51163 [FIN, ACK] Seq=1 Ack=1734 Win=32768 Len=0"
"915","79.671710","192.168.32.11","172.64.149.196","TCP","54","51163  >  443 [ACK] Seq=1734 Ack=2 Win=262144 Len=0"
"916","79.671974","192.168.32.11","172.64.149.196","TCP","54","51163  >  443 [FIN, ACK] Seq=1734 Ack=2 Win=262144 Len=0"
"917","79.674274","172.64.149.196","192.168.32.11","TCP","54","443  >  51163 [ACK] Seq=2 Ack=1735 Win=32768 Len=0"
"918","79.769268","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=10/2560, ttl=64 (reply in 919)"
"919","79.808501","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=10/2560, ttl=116 (request in 918)"
"920","80.102682","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"921","80.308071","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"922","80.774405","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=11/2816, ttl=64 (reply in 923)"
"923","80.815475","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=11/2816, ttl=116 (request in 922)"
"924","81.777527","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=12/3072, ttl=64 (reply in 925)"
"925","81.817959","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=12/3072, ttl=116 (request in 924)"
"926","82.780373","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=13/3328, ttl=64 (reply in 927)"
"927","82.822146","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=13/3328, ttl=116 (request in 926)"
"928","83.781106","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=14/3584, ttl=64 (reply in 929)"
"929","83.824214","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=14/3584, ttl=116 (request in 928)"
"930","84.781624","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=15/3840, ttl=64 (reply in 931)"
"931","84.822714","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=15/3840, ttl=116 (request in 930)"
"932","84.950463","192.168.32.11","74.125.130.84","TCP","54","[TCP Dup ACK 458#1] 51118  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"933","84.954948","74.125.130.84","192.168.32.11","TCP","54","[TCP Dup ACK 459#1] 443  >  51118 [ACK] Seq=1 Ack=2 Win=332 Len=0"
"934","85.529605","192.168.32.4","192.168.32.255","BROWSER","243","Host Announcement DESKTOP-I9CU494, Workstation, Server, NT Workstation"
"935","85.531259","192.168.32.11","192.168.32.255","NBNS","92","Name query NB WORKGROUP<1d>"
"936","85.596537","35.201.127.49","192.168.32.11","TCP","54","443  >  51098 [FIN, ACK] Seq=1 Ack=2 Win=297 Len=0"
"937","85.596682","192.168.32.11","35.201.127.49","TCP","54","[TCP Previous segment not captured] 51098  >  443 [ACK] Seq=2 Ack=2 Win=4096 Len=0"
"938","85.596869","192.168.32.11","35.201.127.49","TCP","54","51098  >  443 [FIN, ACK] Seq=2 Ack=2 Win=4096 Len=0"
"939","85.600463","35.201.127.49","192.168.32.11","TCP","54","443  >  51098 [ACK] Seq=2 Ack=3 Win=297 Len=0"
"940","85.782064","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=16/4096, ttl=64 (reply in 941)"
"941","85.824706","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=16/4096, ttl=116 (request in 940)"
"942","85.851135","104.18.39.21","192.168.32.11","TLSv1.2","78","Application Data"
"943","85.851240","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=295 Ack=291 Win=4095 Len=0"
"944","85.851387","192.168.32.11","104.18.39.21","TLSv1.2","82","Application Data"
"945","85.855619","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=291 Ack=323 Win=373 Len=0"
"946","86.786347","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=17/4352, ttl=64 (reply in 947)"
"947","86.828104","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=17/4352, ttl=116 (request in 946)"
"948","87.043343","192.168.32.11","35.201.127.49","TCP","78","51164  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2751497252 TSecr=0 SACK_PERM"
"949","87.048507","35.201.127.49","192.168.32.11","TCP","66","443  >  51164 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"950","87.048628","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"951","87.049375","192.168.32.11","35.201.127.49","TCP","1514","51164  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 952]"
"952","87.049376","192.168.32.11","35.201.127.49","TLSv1.3","716","Client Hello (SNI=ai-driven-autonomous-soc-h4qo83sfz69s8gftytnbth.streamlit.app)"
"953","87.053499","35.201.127.49","192.168.32.11","TCP","54","443  >  51164 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"954","87.057271","35.201.127.49","192.168.32.11","TCP","54","443  >  51164 [ACK] Seq=1 Ack=2123 Win=35072 Len=0"
"955","87.059525","192.168.32.11","74.125.24.188","TCP","54","[TCP Dup ACK 462#1] 50484  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"956","87.133581","74.125.24.188","192.168.32.11","TCP","66","[TCP Dup ACK 463#1] 5228  >  50484 [ACK] Seq=1 Ack=2 Win=1043 Len=0 TSval=1983916807 TSecr=420227364"
"957","87.196143","35.201.127.49","192.168.32.11","TLSv1.3","272","Server Hello, Change Cipher Spec, Application Data"
"958","87.196309","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=2123 Ack=219 Win=261888 Len=0"
"959","87.199969","192.168.32.11","35.201.127.49","TLSv1.3","118","Change Cipher Spec, Application Data"
"960","87.200706","192.168.32.11","35.201.127.49","TLSv1.3","1311","Application Data"
"961","87.202725","35.201.127.49","192.168.32.11","TCP","54","443  >  51164 [ACK] Seq=219 Ack=2187 Win=35072 Len=0"
"962","87.206023","35.201.127.49","192.168.32.11","TCP","54","443  >  51164 [ACK] Seq=219 Ack=3444 Win=38016 Len=0"
"963","87.579887","35.201.127.49","192.168.32.11","TLSv1.3","886","Application Data, Application Data"
"964","87.580056","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=1051 Win=261312 Len=0"
"965","87.790248","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=18/4608, ttl=64 (reply in 966)"
"966","87.830753","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=18/4608, ttl=116 (request in 965)"
"967","88.063983","192.168.32.11","64.233.170.188","TCP","54","[TCP Dup ACK 474#1] 50651  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"968","88.121749","64.233.170.188","192.168.32.11","TCP","66","[TCP Dup ACK 475#1] 5228  >  50651 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=2524710318 TSecr=2009258355"
"969","88.500661","35.201.127.49","192.168.32.11","TLSv1.3","1466","Application Data"
"970","88.500667","35.201.127.49","192.168.32.11","TLSv1.3","1514","Application Data"
"971","88.500669","35.201.127.49","192.168.32.11","TLSv1.3","1514","Application Data"
"972","88.500716","35.201.127.49","192.168.32.11","TLSv1.3","1514","Application Data"
"973","88.500788","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=2463 Win=260672 Len=0"
"974","88.500837","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=3923 Win=259264 Len=0"
"975","88.500837","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=5383 Win=257792 Len=0"
"976","88.500837","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=6843 Win=256320 Len=0"
"977","88.500868","192.168.32.11","35.201.127.49","TCP","54","[TCP Window Update] 51164  >  443 [ACK] Seq=3444 Ack=6843 Win=262144 Len=0"
"978","88.500974","35.201.127.49","192.168.32.11","TLSv1.3","1514","Application Data"
"979","88.500977","35.201.127.49","192.168.32.11","TLSv1.3","732","Application Data"
"980","88.501046","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=8303 Win=260672 Len=0"
"981","88.501056","192.168.32.11","35.201.127.49","TCP","54","51164  >  443 [ACK] Seq=3444 Ack=8981 Win=259968 Len=0"
"982","88.791157","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=19/4864, ttl=64 (reply in 983)"
"983","88.843757","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=19/4864, ttl=116 (request in 982)"
"984","89.420671","fe80::6841:74ff:fec4:d688","ff02::2","ICMPv6","70","Router Solicitation from 6a:41:74:c4:d6:88"
"985","89.794569","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=20/5120, ttl=64 (reply in 986)"
"986","89.837642","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=20/5120, ttl=116 (request in 985)"
"987","90.138176","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"988","90.240153","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"989","90.753349","57.144.55.33","192.168.32.11","TCP","105","5222  >  50283 [PSH, ACK] Seq=215 Ack=96 Win=694 Len=39 TSval=4222231798 TSecr=892740507 [TCP PDU reassembled in 989]"
"990","90.753534","192.168.32.11","57.144.55.33","TCP","66","50283  >  5222 [ACK] Seq=96 Ack=254 Win=2029 Len=0 TSval=892830832 TSecr=4222231798"
"991","90.756180","192.168.32.11","57.144.55.33","TCP","95","50283  >  5222 [PSH, ACK] Seq=96 Ack=254 Win=2029 Len=29 TSval=892830835 TSecr=4222231798 [TCP PDU reassembled in 991]"
"992","90.794953","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=21/5376, ttl=64 (reply in 994)"
"993","90.818067","57.144.55.33","192.168.32.11","TCP","66","5222  >  50283 [ACK] Seq=254 Ack=125 Win=694 Len=0 TSval=4222231926 TSecr=892830835"
"994","90.834141","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=21/5376, ttl=116 (request in 992)"
"995","91.798209","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=22/5632, ttl=64 (reply in 996)"
"996","91.838144","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=22/5632, ttl=116 (request in 995)"
"997","92.699009","40.104.107.194","192.168.32.11","TLSv1.2","979","Application Data, Application Data, Application Data"
"998","92.699015","40.104.107.194","192.168.32.11","TLSv1.2","341","Application Data, Application Data"
"999","92.699016","40.104.122.210","192.168.32.11","TLSv1.2","86","Application Data"
"1000","92.699017","40.104.122.210","192.168.32.11","TLSv1.2","1203","Application Data, Application Data, Application Data"
"1001","92.699061","40.104.122.210","192.168.32.11","TCP","1203","[TCP Retransmission] 443  >  50485 [PSH, ACK] Seq=2364 Ack=1 Win=417 Len=1149"
"1002","92.699163","192.168.32.11","40.104.107.194","TCP","54","50489  >  443 [ACK] Seq=1 Ack=3226 Win=4081 Len=0"
"1003","92.699165","192.168.32.11","40.104.107.194","TCP","54","50489  >  443 [ACK] Seq=1 Ack=3513 Win=4077 Len=0"
"1004","92.699310","192.168.32.11","40.104.122.210","TCP","66","50485  >  443 [ACK] Seq=1 Ack=3513 Win=4077 Len=0 SLE=2364 SRE=3513"
"1005","92.803278","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=23/5888, ttl=64 (reply in 1006)"
"1006","92.842996","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=23/5888, ttl=116 (request in 1005)"
"1007","93.804033","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=24/6144, ttl=64 (reply in 1008)"
"1008","93.845999","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=24/6144, ttl=116 (request in 1007)"
"1009","94.806258","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=25/6400, ttl=64 (reply in 1010)"
"1010","94.851282","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=25/6400, ttl=116 (request in 1009)"
"1011","95.060934","192.168.32.11","142.250.183.170","TCP","1514","51157  >  443 [ACK] Seq=5383 Ack=2862 Win=262144 Len=1460 [TCP PDU reassembled in 1012]"
"1012","95.060936","192.168.32.11","142.250.183.170","TLSv1.3","1376","Application Data"
"1013","95.061659","192.168.32.11","142.250.183.170","TLSv1.3","93","Application Data"
"1014","95.061659","192.168.32.11","142.250.183.170","TLSv1.3","97","Application Data"
"1015","95.065693","142.250.183.170","192.168.32.11","TCP","66","[TCP Dup ACK 804#1] 443  >  51157 [ACK] Seq=2862 Ack=5383 Win=42752 Len=0 SLE=6843 SRE=8165"
"1016","95.065828","192.168.32.11","142.250.183.170","TCP","1514","[TCP Retransmission] 51157  >  443 [ACK] Seq=5383 Ack=2862 Win=262144 Len=1460"
"1017","95.065828","192.168.32.11","142.250.183.170","TCP","136","[TCP Retransmission] 51157  >  443 [PSH, ACK] Seq=8165 Ack=2862 Win=262144 Len=82"
"1018","95.066131","142.250.183.170","192.168.32.11","TCP","66","[TCP Dup ACK 804#2] 443  >  51157 [ACK] Seq=2862 Ack=5383 Win=42752 Len=0 SLE=6843 SRE=8204"
"1019","95.066135","142.250.183.170","192.168.32.11","TCP","66","[TCP Dup ACK 804#3] 443  >  51157 [ACK] Seq=2862 Ack=5383 Win=42752 Len=0 SLE=6843 SRE=8247"
"1020","95.071710","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=2862 Ack=8247 Win=45568 Len=0"
"1021","95.071715","142.250.183.170","192.168.32.11","TCP","66","[TCP Dup ACK 1020#1] 443  >  51157 [ACK] Seq=2862 Ack=8247 Win=45568 Len=0 SLE=8165 SRE=8247"
"1022","95.092259","142.250.183.170","192.168.32.11","TLSv1.3","93","Application Data"
"1023","95.092384","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8247 Ack=2901 Win=262080 Len=0"
"1024","95.360959","142.250.183.170","192.168.32.11","TLSv1.3","1169","Application Data"
"1025","95.360964","142.250.183.170","192.168.32.11","TLSv1.3","87","Application Data"
"1026","95.360965","142.250.183.170","192.168.32.11","TLSv1.3","85","Application Data"
"1027","95.360965","142.250.183.170","192.168.32.11","TLSv1.3","93","Application Data"
"1028","95.361099","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8247 Ack=4016 Win=260992 Len=0"
"1029","95.361099","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8247 Ack=4049 Win=260992 Len=0"
"1030","95.361188","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8247 Ack=4080 Win=260928 Len=0"
"1031","95.361189","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8247 Ack=4119 Win=260864 Len=0"
"1032","95.361791","192.168.32.11","142.250.183.170","TLSv1.3","93","Application Data"
"1033","95.368759","192.168.32.11","142.250.183.170","TLSv1.3","89","Application Data"
"1034","95.372868","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=4119 Ack=8321 Win=45568 Len=0"
"1035","95.810222","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=26/6656, ttl=64 (reply in 1036)"
"1036","95.850125","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=26/6656, ttl=116 (request in 1035)"
"1037","96.180766","142.250.183.170","192.168.32.11","TLSv1.3","178","Application Data"
"1038","96.180877","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=8321 Ack=4243 Win=262016 Len=0"
"1039","96.182724","192.168.32.11","142.250.183.170","TLSv1.3","89","Application Data"
"1040","96.228263","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=4243 Ack=8356 Win=45568 Len=0"
"1041","96.691455","192.168.235.62","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1042","96.811772","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=27/6912, ttl=64 (reply in 1043)"
"1043","96.852270","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=27/6912, ttl=116 (request in 1042)"
"1044","97.613054","192.168.235.62","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1045","97.816127","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=28/7168, ttl=64 (reply in 1046)"
"1046","97.857138","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=28/7168, ttl=116 (request in 1045)"
"1047","98.637143","192.168.235.62","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1048","98.819888","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=29/7424, ttl=64 (reply in 1049)"
"1049","98.861438","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=29/7424, ttl=116 (request in 1048)"
"1050","99.661154","192.168.235.62","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
